nome;rating;preco;pais;tipo;descricao;uvas;vinicola;olfativo;gustativo;harmonia;uva1;varietal;price;ano;consumo;texto
Dark Horse The Original Chardonnay 2017;4.0;R$64,90;Estados Unidos;Branco;Meio Seco/Demi-Sec;Chardonnay;Dark Horse;Frutas amarelas maduras, tosta, baunilha;Bom corpo, acidez agradável, frutado;Espaguete com molho de camarão, frango assado, abobrinha recheada, anéis de cebola empanados, risoto de queijo, peixe ao forno com legumes.;Chardonnay;S;64.9;2017;0;'Estados Unidos' 'Branco' 'Meio Seco/Demi-Sec' 'Chardonnay'
Finca Dorada Selección Especial Sauvignon Blanc 2019;0.0;R$45,90;Chile;Branco;Seco;Sauvignon Blanc;VyF Wines;Lima, maracujá, pera;Leve, boa acidez, final agradável;Salada com molho cítrico, espetinho de camarão, tomates recheados, espaguete ao pesto, risoto de queijo, ceviche.;Sauvignon Blanc;S;45.9;2019;0;'Chile' 'Branco' 'Seco' 'Sauvignon Blanc'
Barahonda Sin-Madera Monastrell 2016;4.0;R$64,91;Espanha;Tinto;Seco;Monastrell (100%);Barahonda;Frutas vermelhas, frutas negras, especiarias, floral;Frutado, equilibrado, médio corpo, taninos macios, fresco, bom final;Chouriço, pizza com queijo brie e presunto cru, risoto de alho-poró, nhoque ao gorgonzola, bombom de alcatra, porchetta.;Monastrell;S;64.91;2016;0;'Espanha' 'Tinto' 'Seco' 'Monastrell'
Espumante De Vergy Blanc De Blancs Brut;3.0;R$61,91;França;Espumante;Brut;Ugni Blanc, Chardonnay, Colombard;GDV;Frutas brancas frescas, frutas cítricas, floral, mineral;Frutado, fresco, leve;Rolinhos de abobrinha com queijo, canapés variados, coxinha de frango, bruschettas variadas, casquinha de siri, espetinho de camarão.;Ugni Blanc;N;61.91;0;0;'França' 'Espumante' 'Brut' 'Ugni Blanc'
Espumante Lidio Carraro Dádivas Brut;5.0;R$90,91;Brasil;Espumante;Brut;Chardonnay (100%);Lidio Carraro;Frutas cítricas, maçã verde, abacaxi, melão, pera, flores brancas;Leve, boa acidez, frutado;Bolinho de bacalhau, espetinho caprese, isca de peixe empanado, espaguete com camarão, salmão grelhado, salada de frango.;Chardonnay;S;90.91;0;0;'Brasil' 'Espumante' 'Brut' 'Chardonnay'
Ernst Loosen Winemakers Select Pfalz Edition Pinot Noir 2017;4.0;R$67,90;Alemanha;Tinto;Meio Seco/Demi-Sec;Pinot Noir (100%);Ernst Loosen;Framboesa, cereja, amora, terroso, leve amadeirado;Leve, acidez presente, taninos sedosos;Lombo suíno, quiche de Gruyère e Parma, escondidinho de carne seca, temaki de atum, risoto de tomate seco com brie, queijos semiduros.;Pinot Noir;S;67.9;2017;0;'Alemanha' 'Tinto' 'Meio Seco/Demi-Sec' 'Pinot Noir'
Tormentoso Cabernet Sauvignon 2016;3.5;R$59,90;África do Sul;Tinto;Seco;Cabernet Sauvignon (100%);MAN Family Wines;Frutas vermelhas, frutas negras, herbáceo, especiarias picantes, amadeirado;Médio corpo, taninos presentes, boa acidez, amadeirado, leve frutado;Filé ao molho madeira, nhoque de mandioquinha com ragu de cogumelos, batata rosti, risoto carbonara, polenta mole com ragu de carne, batata recheada com três queijos.;Cabernet Sauvignon;S;59.9;2016;0;'África do Sul' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Espumante Fantinel Prosecco One & Only DOC Brut 2018;4.5;R$76,90;Itália;Espumante;Brut;Glera;Fantinel;Frutas cítricas, frutas brancas, floral;Leve, refrescante, boa cremosidade, frutado;Bruschettas e canapés, guacamole, melão com presunto cru, risoto de legumes, quiche de aipo, queijos brie com geleia de damasco.;Glera;S;76.9;2018;0;'Itália' 'Espumante' 'Brut' 'Glera'
Pinhal da Torre Late Harvest Tardio 2010 500 ml;4.5;R$142,89;Portugal;Branco;Suave/Doce;Fernão Pires (100%);Pinhal da Torre;Maracujá em compota, marmelada, mel;Médio corpo, untuoso, doce, boa acidez, final longo;Frutas secas, chocolate branco, gorgonzola e roquefort, creme brulée, pastel de nata, churros de doce de leite.;Fernão Pires;S;142.89;2010;0;'Portugal' 'Branco' 'Suave/Doce' 'Fernão Pires'
Fantinel Friulano Borgo Tesis Doc Friuli Branco 2018;3.0;R$68,89;Itália;Branco;Seco;Friulano;Fantinel;Abacaxi, pêssego, pera, cítrico, floral, ervas;Frutado, acidez agradável, boa presença em boca;Crostini de cogumelos, sashimi, ceviche de linguado, salmão defumado, camarão na moranga, queijos leves.;Friulano;S;68.89;2018;0;'Itália' 'Branco' 'Seco' 'Friulano'
Oxford Landing Estates Sauvignon Blanc 2019;0.0;R$75,90;Austrália;Branco;Seco;Sauvignon Blanc (100%);Oxford Landing Estates;Abacaxi, pera, herbáceo, cítrico;Leve, boa acidez, cítrico, herbáceo;Ravióli de ricota e nozes, risole de queijo, bolinho de arroz, espetinho de camarão, torta salgada, quiche de queijo.;Sauvignon Blanc;S;75.9;2019;0;'Austrália' 'Branco' 'Seco' 'Sauvignon Blanc'
Oxford Landing Estates Chardonnay 2019;0.0;R$75,90;Austrália;Branco;Seco;Chardonnay (100%);Oxford Landing Estates;Frutas tropicais, frutas cítricas;Leve, frutado, fresco, baunilha, final agradável;Suflê de camarão, ceviche, truta grelhada com alcaparras, salmão assado com legumes, tomates verdes fritos, queijos frescos.;Chardonnay;S;75.9;2019;0;'Austrália' 'Branco' 'Seco' 'Chardonnay'
Baron Philippe de Rothschild Mas Andes Reserva Chardonnay 2018;0.0;R$60,89;Chile;Branco;Seco;Chardonnay;Baron Philippe de Rothschild;Frutas cítricas, tropicais, abacaxi, manga;Corpo leve, boa acidez e final persistente;Lagostas, frutos do mar, queijo de cabra, vieiras, berinjela grelhada, frango assado com ervas.;Chardonnay;S;60.89;2018;0;'Chile' 'Branco' 'Seco' 'Chardonnay'
Pérez Cruz C+M D.O. Valle del Maipo Carménère Malbec 2018;4.5;R$63,89;Chile;Tinto;Seco;Carménère (50.00%), Malbec (50.00%);Pérez Cruz;Frutas negras, frutas vermelhas, especiarias, amadeirado, herbáceo;Médio corpo, boa acidez, taninos macios;Fraldinha assada com crosta de purê de batata, linguine com ragu de linguiça calabresa, paella caipira, quiche Lorraine, tomates assados recheados de ricota com pão italiano e ervas, queijos semiduros.;Carménère;N;63.89;2018;0;'Chile' 'Tinto' 'Seco' 'Carménère'
Baron Philippe de Rothschild Mas Andes Reserva Merlot 2018;4.0;R$60,89;Chile;Tinto;Seco;Merlot;Baron Philippe de Rothschild;Frutas negras e um leve tostado;Bom corpo, acidez equilibrada, final frutado;Frango assado com batatas, pizza de calabresa, isca de filé, mix de queijos, bisteca de porco acebolada.;Merlot;S;60.89;2018;0;'Chile' 'Tinto' 'Seco' 'Merlot'
William Hill Central Coast Chardonnay 2017;2.0;R$137,90;Estados Unidos;Branco;Meio Seco/Demi-Sec;Chardonnay;William Hill Estate Winery;Abacaxi maduro, baunilha, tosta;Leve, acidez agradável, frutado, leve amadeirado;Risoto de camarões, penne ao pesto, tomates recheados, salada de bacalhau, peixe ao forno com legumes, gratinado de batatas com atum.;Chardonnay;S;137.9;2017;0;'Estados Unidos' 'Branco' 'Meio Seco/Demi-Sec' 'Chardonnay'
Espumante Robert de Tamir Reserva D.O. Cava Brut;3.5;R$65,89;Espanha;Espumante;Brut;Xarel-lo (50%), Macabeo (30%), Parellada (20%);Maset del Lleó;Frutas brancas, frutas amarelas, pão;Leve, boa acidez, cítrico;Queijos como Brie (fresco), Camembert e Chancliche e frios e embutidos como presunto cru ou seus derivados (preferência espanhóis), paella, camarão empanado com panko, yakisoba, gratinado de batatas com frango, risoto de alho poró com palmito.;Xarel-lo;N;65.89;0;0;'Espanha' 'Espumante' 'Brut' 'Xarel-lo'
Baron Philippe de Rothschild Mas Andes Reserva Cabernet Sauvignon 2017;0.0;R$60,89;Chile;Tinto;Seco;Cabernet Sauvignon;Baron Philippe de Rothschild;Frutas vermelhas, frutas negras, herbáceo, pimenta-do-reino;Médio corpo, taninos presentes, boa acidez, especiarias;Bife à milanesa, copa lombo, fraldinha com farofa, berinjela à parmegiana, queijo Gouda, torta de calabresa.;Cabernet Sauvignon;S;60.89;2017;0;'Chile' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Dark Horse The Original California Sauvignon Blanc 2018;4.0;R$56,90;Estados Unidos;Branco;Meio Seco/Demi-Sec;Sauvignon Blanc;Dark Horse;Frutas cítricas, limão, toranja;Boa acidez, jovem, fresco;Salada refrescante de folhas verdes, tilápia com molho de limão, camarão, crepe de palmito, risoto de alho poró, bruschetta de muçarela de búfala com tomate cereja.;Sauvignon Blanc;S;56.9;2018;0;'Estados Unidos' 'Branco' 'Meio Seco/Demi-Sec' 'Sauvignon Blanc'
5 Oros Vendimia Seleccionada D.O.Ca. Rioja 2016;3.5;R$71,89;Espanha;Tinto;Seco;Garnacha (100%);Bodegas Isidro Milagro;Frutas vermelhas, frutas negras;Médio corpo, taninos macios, acidez agradável, frutado;Fraldinha recheada com parmesão e bacon, estrogonofe de filé-mignon, talharim com legumes e creme de queijo, risoto de presunto Parma, caldinho de mandioca com pernil, lombo recheado com figos e manjericão.;Garnacha;S;71.89;2016;0;'Espanha' 'Tinto' 'Seco' 'Garnacha'
Baron Philippe de Rothschild Pays D´Oc Syrah 2018;3.0;R$75,90;França;Tinto;Seco;Syrah;Baron Philippe de Rothschild;Notas frutas vermelhas maduras, amora, groselha, toque herbáceo e pimenta.;Bom equilíbrio entre densidade e acidez, e um final longo e poderoso com taninos maduros;Carne seca na moranga, risoto de bacon com tomate seco, nhoque ao molho de calabresa, cupim no bafo, queijos duros.;Syrah;S;75.9;2018;0;'França' 'Tinto' 'Seco' 'Syrah'
Partridge Selección de Barricas Cabernet Franc 2017;0.0;R$112,90;Argentina;Tinto;Seco;Cabernet Franc;Viña Las Perdices;Frutas vermelhas e negras, herbáceo, especiarias, tosta;Elegante, médio corpo, taninos presentes, especiarias, chocolate, amadeirado;Fondue de queijo no pão italiano, stinco de cordeiro com polenta cremosa, pasta a la norma, matambre arrolado, feijoada vegetariana e queijos como tilsit, saint paulin, maasdam e gouda.;Cabernet Franc;S;112.9;2017;0;'Argentina' 'Tinto' 'Seco' 'Cabernet Franc'
Tenuta SantAntonio Valpolicella Superiore Ripasso Monti Garbi 2017;0.0;R$148,89;Itália;Tinto;Meio Seco/Demi-Sec;Oseleta, Corvinone, Rondinella, Croatina;Tenuta Sant'Antonio;Frutas vermelhas maduras, especiarias, amadeirado;Médio corpo, taninos macios, boa acidez, delicada doçura;Steak au poivre, filé ao molho de morangos, costelinha suína ao molho barbecue, espaguete à putanesca, nhoque de abóbora com cogumelos na manteiga de sálvia, queijos semiduros.;Oseleta;N;148.89;2017;0;'Itália' 'Tinto' 'Meio Seco/Demi-Sec' 'Oseleta'
Oxford Landing Estates Pinot Grigio 2019;0.0;R$75,90;Austrália;Branco;Seco;Pinot Grigio (100%);Oxford Landing Estates;Pera, abacaxi, maçã, floral;Frutado, leve, acidez agradável;Ceviche, camarão empanado, espaguete ao molho branco, frango ao creme de milho, filé de peixe grelhado, queijos frescos.;Pinot Grigio;S;75.9;2019;0;'Austrália' 'Branco' 'Seco' 'Pinot Grigio'
Calyptra Vivendo Reserve Pinot Noir 2018;0.0;R$68,89;Chile;Tinto;Seco;Pinot Noir;Viña Las Perdices;Frutas vermelhas, floral, tosta, especiarias;Frutado, médio corpo, boa acidez, taninos macios, amadeirado;Salmão defumado, atum grelhado com legumes, risoto de carne-seca com requeijão, penne ao sugo, batatas recheadas com queijo e bacon, iscas de filé-mignon.;Pinot Noir;S;68.89;2018;0;'Chile' 'Tinto' 'Seco' 'Pinot Noir'
Tormentoso Syrah 2016;3.5;R$59,90;África do Sul;Tinto;Seco;Syrah (85%), Mourvèdre (5%), Grenache (5%), Cinsault (5%);MAN Family Wines;Frutas negras maduras, pimenta preta, ervas secas, tabaco;Médio corpo, taninos macios, boa acidez, média presença da madeira, leve frutado;Carne-seca com purê de abóbora (Quibebe), talharim com ragu de linguiça calabresa, risoto de costelinha defumada, picadinho de alcatra com legumes, bife à milanesa, kibe assado com requeijão.;Syrah;N;59.9;2016;0;'África do Sul' 'Tinto' 'Seco' 'Syrah'
Yalumba The Y Series Cabernet Sauvignon 2018;0.0;R$87,90;Austrália;Tinto;Seco;Cabernet Sauvignon (100%);Yalumba;Cereja madura, ameixa, menta, herbáceo;Corpo de leve para médio, boa acidez, taninos macios, final agradável;Lasanha vegetariana, cogumelos recheados, filé-mignon com batatas rústicas, escondidinho de carne-seca, pizza de calabresa, mix de queijos.;Cabernet Sauvignon;S;87.9;2018;0;'Austrália' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Pinhal da Torre 2 Worlds 2012;3.5;R$114,89;Portugal;Tinto;Meio Seco/Demi-Sec;Syrah (35%), Touriga Nacional (35%), Tinta Roriz (30%);Pinhal da Torre;Frutas negras em compota, maduro, couro, especiarias, amadeirado;Maduro, médio corpo, taninos macios, boa acidez;Galeto recheado, escalope de filé-mignon com espaguete ao alho e óleo, cozido português, ossobuco com risoto de parmesão, maminha assada com batatas, lombo ao forno.;Syrah;N;114.89;2012;0;'Portugal' 'Tinto' 'Meio Seco/Demi-Sec' 'Syrah'
Finca La Chamiza Martín Alsina Malbec 2014;5.0;R$305,91;Argentina;Tinto;Seco;Malbec (100%);Finca La Chamiza;Frutas vermelhas maduras, especiarias, amadeirado;Frutado, amadeirado, corpo de médio para encorpado, taninos presentes, acidez agradável;Maminha com creme de queijo, costela no bafo, risoto de bacon com parmesão, tagliatelle ao ragu de ossobuco, batatas recheadas, mix de queijos e embutidos.;Malbec;S;305.91;2014;0;'Argentina' 'Tinto' 'Seco' 'Malbec'
Baron Philippe de Rothschild Pays D´Oc Merlot 2018;3.0;R$75,90;França;Tinto;Seco;Merlot;Baron Philippe de Rothschild;Aromas de frutas vermelhas, groselha, amora e um toque de especiarias;Frutado, corpo médio, taninos bem integrados;Frango assado com batatas, pizza de calabresa, isca de filé, mix de queijos, espaguete de pupunha ao molho de queijo.;Merlot;S;75.9;2018;0;'França' 'Tinto' 'Seco' 'Merlot'
Cap Insula 2017;4.0;R$70,90;França;Tinto;Seco;Syrah, Mourvèdre, Grenache;Gérard Bertrand;Frutas vermelhas frescas e um toque mineral;Taninos robustas, final persistente;Cogumelos salteados na manteiga de ervas, bife de ancho, carré de cordeiro, tagliatelle com ossobuco, medalhão ao molho madeira, penne com ragu de costela, paleta suína, arroz de pato.;Syrah;N;70.9;2017;0;'França' 'Tinto' 'Seco' 'Syrah'
Reclos de La Couronne 2014;5.0;R$162,89;França;Tinto;Seco;Merlot (100%);Château La Couronne;Frutas maduras, especiarias, leve amadeirado;Complexo, estruturado, taninos macios, boa acidez, frutado, amadeirado;Costeletas de cordeiro, pappardelle ao ragu de costela, risoto de parmesão, picanha na brasa, cogumelos recheados, queijos semiduros.;Merlot;S;162.89;2014;0;'França' 'Tinto' 'Seco' 'Merlot'
Tenuta Sant`Antonio Sponsà IGT Veronese 2016;4.0;R$94,89;Itália;Tinto;Meio Seco/Demi-Sec;Cabernet Sauvignon, Rondinella, Corvinone;Tenuta Sant'Antonio;Cereja, framboesa, amora, ameixa, especiarias doces, tostado;Elegante, acidez delicada, taninos macios, boa persistência;Espaguete à putanesca, bisteca suína com cogumelos, ossobuco com polenta, picanha na brasa com purê de mandioquinha, mix de queijos, pizzas variadas.;Cabernet Sauvignon;N;94.89;2016;0;'Itália' 'Tinto' 'Meio Seco/Demi-Sec' 'Cabernet Sauvignon'
Château Roc de Boisseaux A.O.C. Saint-Émilion 2012;3.5;R$303,90;França;Tinto;Seco;Merlot (70.00%), Cabernet Sauvignon (5.00%), Cabernet Franc (25.00%);Château Roc de Boisseaux;Frutas vermelhas maduras, frutas negras maduras, floral, especiarias, defumado;Corpo de médio para encorpado, taninos macios, acidez agradável, complexo, maduro;Picanha com batata rosti, costeleta de cordeiro, arroz de pato, cogumelo recheado com queijo, ensopado de javali, queijos maturados.;Merlot;N;303.9;2012;0;'França' 'Tinto' 'Seco' 'Merlot'
Terra D`Uro La Enfermera 2016;5.0;R$74,89;Espanha;Tinto;Seco;Tempranillo;Terra d'Uro;Frutas vermelhas, especiarias, violeta, toque amadeirado;Elegante, frutado, médio corpo, boa acidez, taninos macios;Maminha ao forno, batatas recheadas com queijo e bacon, tagliatelle à carbonara, risoto de mignon, nhoque com ragu de costela, queijos semiduros.;Tempranillo;S;74.89;2016;0;'Espanha' 'Tinto' 'Seco' 'Tempranillo'
Ernst Loosen Pfalz Pinot Gris 2018;4.0;R$64,90;Alemanha;Branco;Meio Seco/Demi-Sec;Pinot Gris;Ernst Loosen;Frutas brancas frescas, cítrico;Leve, boa acidez, cítrico;Bobó de camarão na minimoranga, espetinho de legumes grelhados, empada de alho-poró, espaguete de pupunha ao pesto com tomates, queijo empanado, risoto de brócolis com parmesão.;Pinot Gris;S;64.9;2018;0;'Alemanha' 'Branco' 'Meio Seco/Demi-Sec' 'Pinot Gris'
Marianne Selena Pinotage 2016;4.0;R$70,90;África do Sul;Tinto;Seco;Pinotage (100%);Marianne Wine Estate;Amora, banana, ameixa, groselha madura, especiarias, defumado;Frutado, taninos firmes, acidez agradável, bom final;Frango teriyaki, churrasco, risoto de carne-seca, rabada com polenta cremosa, nhoque à romana, e queijos semiduros.;Pinotage;S;70.9;2016;0;'África do Sul' 'Tinto' 'Seco' 'Pinotage'
Cistum D.O. Navarra Garnacha 2018;0.0;R$126,91;Espanha;Tinto;Seco;Garnacha;Crianzas y Viñedos Rafael Reverte;Frutas vermelhas e negras, com notas de especiarias doces e pimenta.;Fresco, com boa presença em boca e taninos macios.;Cordeiro marroquino, cabrito à portuguesa, maminha grelhada, linguini com ragu de pato, risoto de funghi secchi e tomate seco, queijos duros.;Garnacha;S;126.91;2018;0;'Espanha' 'Tinto' 'Seco' 'Garnacha'
Cecchi La Mora D.O.C. Maremma Toscana Vermentino 2018;4.0;R$67,90;Itália;Branco;Seco;Vermentino;Cecchi;Frutas brancas maduras, floral, mineral;Leve, mineral, boa acidez, frutado, final agradável;Batata rosti recheada com salmão, canelone de berinjela com frango, penne ao molho de atum, rocambole de bacalhau, torta cremosa de legumes, risoto de peito de peru.;Vermentino;S;67.9;2018;0;'Itália' 'Branco' 'Seco' 'Vermentino'
Oxford Landing Estates Shiraz 2018;0.0;R$75,90;Austrália;Tinto;Seco;Syrah/Shiraz;Oxford Landing Estates;Cereja, amora, pimenta, cominho e toque de violeta;Frutado, macio, com corpo de leve a médio, notas de especiarias e defumado;Meat Pie (torta de carne australiana), cebola empanada, baião de dois, quesadilla de carne, nhoque de abóbora, canelone de frango com queijo.;Syrah/Shiraz;S;75.9;2018;0;'Austrália' 'Tinto' 'Seco' 'Syrah/Shiraz'
Oxford Landing Cabernet Shiraz 2017;0.0;R$75,90;Austrália;Tinto;Seco;Shiraz, Cabernet Sauvignon;Oxford Landing Estates;Frutas negras frescas, defumado, especiarias;Corpo de leve para médio, boa acidez, taninos presentes, boa persistência;Hambúrguer com molho de iogurte, batata Hasselback com queijo e bacon, espaguete ao molho de linguiça fresca, arroz de forno com frango cremoso, berinjela à parmegiana, pizza.;Shiraz;N;75.9;2017;0;'Austrália' 'Tinto' 'Seco' 'Shiraz'
Lievland Vineyards Cabernet Sauvignon 2017;4.0;R$61,90;África do Sul;Tinto;Meio Seco/Demi-Sec;Cabernet Sauvignon (100%);Lievland Vineyards;Cereja negra, cassis, groselha, mentol;Elegante, médio corpo, taninos macios, acidez agradável, herbáceo, final agradável;Contrafilé grelhado com legumes, fricassê de carne com queijo, talharim com ragu de linguiça, risoto de queijo e bacon, berinjela à parmegiana, maminha ao forno.;Cabernet Sauvignon;S;61.9;2017;0;'África do Sul' 'Tinto' 'Meio Seco/Demi-Sec' 'Cabernet Sauvignon'
Partridge Gran Reserva Pinot Noir 2017;4.5;R$76,90;Argentina;Tinto;Seco;Pinot Noir (100%);Viña Las Perdices;Frutas vermelhas, frutas negras, baunilha, defumado;Frutado, taninos macios, acidez agradável;Carré de cordeiro com batatas ao forno, medalhão de filé-mignon ao molho roti, escondidinho de carne, risoto de frango, tagliatelle ao sugo, queijos semiduros.;Pinot Noir;S;76.9;2017;1;'Argentina' 'Tinto' 'Seco' 'Pinot Noir'
5 Oros Vendimia Seleccionada D.O.Ca. Rioja 2018;0.0;R$127,91;Espanha;Tinto;Seco;Garnacha (100%);Bodegas Isidro Milagro;Frutas vermelhas, frutas negras;Médio corpo, taninos macios, acidez agradável, frutado;Fraldinha recheada com parmesão e bacon, estrogonofe de filé-mignon, talharim com legumes e creme de queijo, risoto de presunto Parma, caldinho de mandioca com pernil, lombo recheado com figos e manjericão.;Garnacha;S;127.91;2018;0;'Espanha' 'Tinto' 'Seco' 'Garnacha'
Protos D.O. Rueda Verdejo 2018;4.5;R$91,89;Espanha;Branco;Seco;Verdejo (100%);Protos;Frutas brancas, frutas cítricas;Leve, cítrico, boa acidez, final agradável;Ceviche, canapés variados, anéis de lula à dorê, casquinha de siri, saladas, queijos frescos.;Verdejo;S;91.89;2018;0;'Espanha' 'Branco' 'Seco' 'Verdejo'
Campo al Moro DOCG Chianti 2015 Riserva;4.5;R$67,90;Itália;Tinto;Seco;Sangiovese (90%), Canaiolo (5%), Colorino (5%);Cecchi;Frutas vermelhas, morango, notas terrosas;Fresco, equilibrado e final persistente;Berinjela à parmegiana, massa ao sugo, filé-mignon assado, batatas recheadas.;Sangiovese;N;67.9;2015;0;'Itália' 'Tinto' 'Seco' 'Sangiovese'
Marianne Selena Blend 2015;4.0;R$67,90;África do Sul;Tinto;Seco;Cabernet Sauvignon, Cabernet Sauvignon, Shiraz;Marianne Wine Estate;Frutas vermelhas, especiarias;Médio corpo, fresco, frutado;Arroz de pato, lombo de porco ao forno com farofa de banana, bife de chorizo, leitão com ameixas e batata baroa, risoto aos quatro queijos com especiarias, e queijos semiduros.;Cabernet Sauvignon;N;67.9;2015;0;'África do Sul' 'Tinto' 'Seco' 'Cabernet Sauvignon'
VIK A Rose 2019;4.5;R$112,90;Chile;Rosé;Seco;Cabernet Sauvignon, Syrah;Vik;Frutas vermelhas frescas, morango, pêssego;Leve, fresco e jovem;Salmão grelhado com legumes, sushi, sashimi, bolinho de bacalhau, bolinho de arroz, canapés, ceviche, salada de rúcula com morangos.;Cabernet Sauvignon;N;112.9;2019;0;'Chile' 'Rosé' 'Seco' 'Cabernet Sauvignon'
Velar Primitivo di Manduria DOC 2016;5.0;R$287,90;Itália;Tinto;Meio Seco/Demi-Sec;Primitivo;Vigneti del Salento;Bouquet intenso com notas de cerejas, amoras, hortelã, tabaco e especiarias;Encorpado, taninos sedosos, final com notas de cacau;Risoto de ossobuco, bife de ancho com batatas, berinjela assada e recheada, pernil de porco ao molho de vinho tinto, queijos como do reino e gruyère.;Primitivo;S;287.9;2016;0;'Itália' 'Tinto' 'Meio Seco/Demi-Sec' 'Primitivo'
Apothic Crush 2016;4.5;R$75,90;Estados Unidos;Tinto;Meio Seco/Demi-Sec;Petite Sirah, Zinfandel, Pinot Noir, Teroldego;Apothic;Frutas maduras, baunilha, especiarias, chocolate;Frutado, médio corpo, taninos presentes, boa acidez, doçura discreta;Costelinha suína, filé à parmegiana, risoto de pepperoni com queijo, churrasco, comida mexicana, frango teriyaki.;Petite Sirah;N;75.9;2016;0;'Estados Unidos' 'Tinto' 'Meio Seco/Demi-Sec' 'Petite Sirah'
Quinta de Pancas Tinto 2017;4.5;R$74,89;Portugal;Tinto;Seco;Cabernet Sauvignon, Alicante Bouschet, Touriga Nacional;Quinta de Pancas;Frutas negras, frutas vermelhas, tosta, especiarias;Médio corpo, frutado, acidez agradável, taninos macios, média presença da madeira,;Contra-filé acebolado, almôndegas com massa ao sugo, escalope de filé-mignon com massa ao alho e óleo, bife à parmegiana, canelone de carne e queijo, pizza calabresa.;Cabernet Sauvignon;N;74.89;2017;0;'Portugal' 'Tinto' 'Seco' 'Cabernet Sauvignon'
Tenuta SantAntonio Fontana D.O.C. Soave 2018;4.0;R$88,89;Itália;Branco;Meio Seco/Demi-Sec;Trebbiano di Soave, Garganega;Tenuta Sant'Antonio;Frutas brancas frescas, frutas cítricas, floral, mineral;Leve, frutado, fresco, delicado, cítrico, frutado;Peixes grelhados, frango assado, sobrecoxa recheada com queijo, lasanha de peito de peru, abobrinha recheada, tomates recheados.;Trebbiano di Soave;N;88.89;2018;0;'Itália' 'Branco' 'Meio Seco/Demi-Sec' 'Trebbiano di Soave'
Tenuta SantAntonio Scaia I.G.T. Veneto Rosato 2018;4.0;R$88,89;Itália;Rosé;Meio Seco/Demi-Sec;Rondinella;Tenuta Sant'Antonio;Floral, leve frutado, toque cítrico;Leve, acidez agradável, fácil de beber, traço de doçura;Pizza caprese, espaguete ao molho rosé, tomates recheados, salmão grelhado, bruschetta de queijo com tomate, camarões empanados.;Rondinella;S;88.89;2018;0;'Itália' 'Rosé' 'Meio Seco/Demi-Sec' 'Rondinella'
Tenuta SantAntonio Nanfrè D.O.C. Valpolicella 2018;0.0;R$93,90;Itália;Tinto;Meio Seco/Demi-Sec;Corvina , Rondinella;Tenuta Sant'Antonio;Frutas negras frescas, floral, especiarias doces;Frutado, gastronômico, corpo de leve para médio, acidez agradável, taninos macios, boa persistência;Batatas recheadas com queijo, massa à bolonhesa, risoto de tomate seco, maminha na manteiga, churrasco, carne-seca com requeijão.;Corvina;N;93.9;2018;0;'Itália' 'Tinto' 'Meio Seco/Demi-Sec' 'Corvina'
Protos Crianza D.O. Ribera del Duero 2015;0.0;R$243,91;Espanha;Tinto;Seco;Tempranillo;Protos;Frutas negras maduras, amadeirado, cacau, especiarias, chocolate amargo;Corpo de médio para encorpado, acidez agradável, taninos presentes, amadeirado, especiarias;Risoto de paio, costeleta de cordeiro com lentilhas, paella valenciana, picanha na brasa, massa à matriciana, queijos maduros.;Tempranillo;S;243.91;2015;0;'Espanha' 'Tinto' 'Seco' 'Tempranillo'
Viña Vilano Roble Tempranillo 2016;3.5;R$81,90;Espanha;Tinto;Seco;Tempranillo (100%);Bodegas Viña Vilano;Frutas vermelhas, baunilha, especiarias, defumado;Encorpado, taninos presentes, boa acidez, harmônico, frutado, amadeirado;Nhoque na fonduta quatro queijos, fraldinha com massa na manteiga, costela bovina com agrião, polenta de colher ao mix de queijos, assado de tira com fritas, risoto de mignon.;Tempranillo;S;81.9;2016;0;'Espanha' 'Tinto' 'Seco' 'Tempranillo'
Julian Reynolds Reserva 2014;4.5;R$112,90;Portugal;Tinto;Seco;Touriga Nacional (40%), Alicante Bouschet (40%), Syrah (20%);Wine.com.br;Frutas maduras, frutas em compota, especiarias, tosta;Intenso, encorpado, taninos presentes, boa acidez, final persistente;Ancho com batatas rústicas, alheiras assadas com cebolas caramelizadas, lasanha de cogumelos, risoto de tomate seco e bacon, costela no bafo, mix de queijos.;Touriga Nacional;N;112.9;2014;0;'Portugal' 'Tinto' 'Seco' 'Touriga Nacional'
Sang du Sanglier Bergerac 2017;0.0;R$150,89;França;Tinto;Seco;Merlot (85%), Cabernet Franc (15%);Château de Fayolle;Frutas negras, groselha e especiarias;Encorpado, macio e boa persistência;Carne assada, nhoque ao ragu de carne, quiche de queijo gruyère, cordeiro, risoto de parmesão, bruschetta de presunto cru.;Merlot;N;150.89;2017;0;'França' 'Tinto' 'Seco' 'Merlot'
Baron Philippe de Rothschild Pays D´Oc Pinot Noir 2018;3.5;R$75,90;França;Tinto;Seco;Pinot Noir;Baron Philippe de Rothschild;Notas frutas vermelhas, cereja e um toque de baunilha;Frutado, elegante e final expressivo;Carpaccio de carne, yakisoba de frango, atum grelhado com legumes salteados, mix de cogumelos na manteiga.;Pinot Noir;S;75.9;2018;0;'França' 'Tinto' 'Seco' 'Pinot Noir'
